Launch Date,Recalls Number,Make,Recalls Model Information,Concern,Defect,Remedy,Vehicle Numbers,Manufacturer Ref,Model,VIN Start,VIN End,Build Start,Build End
09/06/95,RM/95/002,KAWASAKI,Various,1) FAILURE OF DRIVE CHAIN 2) STOWAGE OF TOOLS IN COMPARTMENT (ZX600-F1 MODEL ONLY),1) As a result of incorrect heat treatment the drive chain may crack and ultimately fail. 2) Items or tools placed in the document/tool kit compartment may fall from the compartment into the drive chain area. (ZX600 - F1 model only).,Recall the affected machines and:- A) Replace the drive chain with a quality assured version. B) Replace the tool bag and mounting strap with modified versions and fit an additional cover (ZX600-F1 model only).,1075,,ZR550B6,,,,
09/06/95,RM/95/002,KAWASAKI,Various,1) FAILURE OF DRIVE CHAIN 2) STOWAGE OF TOOLS IN COMPARTMENT (ZX600-F1 MODEL ONLY),1) As a result of incorrect heat treatment the drive chain may crack and ultimately fail. 2) Items or tools placed in the document/tool kit compartment may fall from the compartment into the drive chain area. (ZX600 - F1 model only).,Recall the affected machines and:- A) Replace the drive chain with a quality assured version. B) Replace the tool bag and mounting strap with modified versions and fit an additional cover (ZX600-F1 model only).,1075,,ZX600F1,ZR550-B6 036001 to 036858  ZX400-L5 045003 to,,01/01/1994,31/12/1995
09/06/95,RM/95/002,KAWASAKI,Various,1) FAILURE OF DRIVE CHAIN 2) STOWAGE OF TOOLS IN COMPARTMENT (ZX600-F1 MODEL ONLY),1) As a result of incorrect heat treatment the drive chain may crack and ultimately fail. 2) Items or tools placed in the document/tool kit compartment may fall from the compartment into the drive chain area. (ZX600 - F1 model only).,Recall the affected machines and:- A) Replace the drive chain with a quality assured version. B) Replace the tool bag and mounting strap with modified versions and fit an additional cover (ZX600-F1 model only).,1075,,ZX400L5,,,,
09/06/95,RM/95/002,KAWASAKI,Various,1) FAILURE OF DRIVE CHAIN 2) STOWAGE OF TOOLS IN COMPARTMENT (ZX600-F1 MODEL ONLY),1) As a result of incorrect heat treatment the drive chain may crack and ultimately fail. 2) Items or tools placed in the document/tool kit compartment may fall from the compartment into the drive chain area. (ZX600 - F1 model only).,Recall the affected machines and:- A) Replace the drive chain with a quality assured version. B) Replace the tool bag and mounting strap with modified versions and fit an additional cover (ZX600-F1 model only).,1075,,ZX750L3,ZR750-C4 043238 to 044159  ZR750-C5 050001 to 050968 ,,01/01/1994,31/12/1995
09/06/95,RM/95/002,KAWASAKI,Various,1) FAILURE OF DRIVE CHAIN 2) STOWAGE OF TOOLS IN COMPARTMENT (ZX600-F1 MODEL ONLY),1) As a result of incorrect heat treatment the drive chain may crack and ultimately fail. 2) Items or tools placed in the document/tool kit compartment may fall from the compartment into the drive chain area. (ZX600 - F1 model only).,Recall the affected machines and:- A) Replace the drive chain with a quality assured version. B) Replace the tool bag and mounting strap with modified versions and fit an additional cover (ZX600-F1 model only).,1075,,VN800A1,VN800-A1 000020 to 009823  ZX750-L3 030398 to 034339 ,,01/01/1994,31/12/1995
24/10/2007,R/2007/142,NEOMAN BUS UK,SKYLINER  STARLINER  EUROLINER,BOLTS ON THE LOWER TRAPEZOIDAL LINK TO FRONT AND TRAILING AXLE MAY BREAK.,It has been identified that the bolts on the trapezoidal link to the front and trailing axle may break due to corrosion.,Recalled vehicles will have the bolts replaced with quality assured items.,256,254104e,STARLINER,,,01/01/2005,31/12/2006
24/10/2007,R/2007/142,NEOMAN BUS UK,SKYLINER  STARLINER  EUROLINER,BOLTS ON THE LOWER TRAPEZOIDAL LINK TO FRONT AND TRAILING AXLE MAY BREAK.,It has been identified that the bolts on the trapezoidal link to the front and trailing axle may break due to corrosion.,Recalled vehicles will have the bolts replaced with quality assured items.,256,254104e,EUROLINER N316SHD,,,01/01/2005,31/12/2006
24/10/2007,R/2007/142,NEOMAN BUS UK,SKYLINER  STARLINER  EUROLINER,BOLTS ON THE LOWER TRAPEZOIDAL LINK TO FRONT AND TRAILING AXLE MAY BREAK.,It has been identified that the bolts on the trapezoidal link to the front and trailing axle may break due to corrosion.,Recalled vehicles will have the bolts replaced with quality assured items.,256,254104e,SKYLINER N122/3L,,,01/01/2005,31/12/2006
17/06/2008,R/2008/132,MERCEDES BENZ,Sprinter,INCREASED BRAKE PEDAL TRAVEL,It has been identified that subject vehicles have been fitted with an incorrect brake master cylinder. This has the effect of the brake pedal having to travel further before the brakes take effect.,Recalled vehicles will have the brake master cylinder replaced.,217,C151,SPRINTER,,,01/01/2006,31/12/2007
14/02/2007,R/2006/135,RENAULT,RENAULT 21,RISK OF FIRE,It has been identified that  the potential exists for the generation of an oil leak caused by the turbo oil supply pipe becoming loose. Should an oil leak from this component occur  the possibility exists that a fire could ensue.,Recalled vehicles will have the turbo oil supply pipe checked  and replaced as necessary.,270,oap9,21,,,01/01/1987,31/05/1993
13/10/99,R/1999/092,VOLVO CAR,C70,PASSENGER SIDE AIR BAG MAY INADVERTENTLY DEPLOY,Possibility that passenger side air bag may be sensitive to electrostatic discharge and may inadvertently deploy.,Recall affected vehicles and fit an additional grounding wire to electrical system.,240,,C70,Various,,01/01/1997,31/12/1998
22/01/2007,R/2007/005,VOLVO CAR,C70,WEIGHT INFORMATION LABEL HAS BEEN SUPPLIED WITH INCORRECT INFORMATION,On subject vehicles it has been identified that  the wrong information has been given on the product label in respect of the maximum permitted front axle weight. ,Recalled vehicles will have the label (which is a legal requirement) replaced.,181,,C70,,,,
05/11/2014,R/2014/104,FUSO,Canter,ENGINE MAY STALL,On affected vehicles; Debris form manufacture may be present in the  valve block which controls clutch operation and gear selection. This can lead to the clutch not being operated  wrong or no gear selection. It is also possible that the engine may stall.,Recall vehicles and flush the oil in Duotornic clutch circuit. ,1629,SRC1404,CANTER,TYA4681122A500146,TYB4684351A507192,15/10/2011,23/05/2013
01/11/2007,R/2008/005,MAN,TGL  TGM & TGA,STEERING MAY FAIL,The steering upper universal joint may be incorrectly located and secured on the shaft. Steering control may be affected.,Recall affected vehicles check if joint located correctly  if not  reposition and fit and correctly torque new securing bolt.,2,263204,TGM,,,,
01/11/2007,R/2008/005,MAN,TGL  TGM & TGA,STEERING MAY FAIL,The steering upper universal joint may be incorrectly located and secured on the shaft. Steering control may be affected.,Recall affected vehicles check if joint located correctly  if not  reposition and fit and correctly torque new securing bolt.,2,263204,TG-A,,,,
01/11/2007,R/2008/005,MAN,TGL  TGM & TGA,STEERING MAY FAIL,The steering upper universal joint may be incorrectly located and secured on the shaft. Steering control may be affected.,Recall affected vehicles check if joint located correctly  if not  reposition and fit and correctly torque new securing bolt.,2,263204,TGL,,,,
03/08/93,RM/93/003,BMW MOTORCYCLES,R1100 RS,POSSIBLE SHORT CIRCUIT,An extension bracket connecting the main lead to the battery positive terminal can contact the battery carrier. This may result in a short circuit disturbing the operation of the ABS braking system.,Recall the affected machines for removal of the subject bracket and the fitting of a cable direct to the battery positive terminal.,302,,R SERIES,0290001 to 0295780,,01/02/1993,30/06/1993
19/09/97,R/1997/071,PEUGEOT,306,SETTING OF BRAKE COMPENSATOR,The load sensitive compensator on the braking system may be incorrectly set.,Affected vehicles are being recalled to have the compensator checked  and where required  adjusted in accordance with the manufacturers specification.,135,,306,Various,,11/02/1997,10/03/1997
25/07/2017,RSPV/2017/010,POLARIS,RZR 170,FUEL TANK MAY CRACK / RISK OF FIRE,Some vehicles may have been manufactured with fuel tanks that do not meet Polaris quality standards. As a result  the fuel tank may crack  resulting in a fuel leak. A fuel leak in the presence of an ignition source may present a fire hazard.,A new updated fuel tank will be fitted to affected vehicles to replace the original tank.,174,Z-17-05 Fuel Tank,RZR 170 ,RF3YAV175FT000915,RF3YAV179FT006555,01/10/2014,24/02/2017
25/07/2017,RSPV/2017/010,POLARIS,RZR 170,FUEL TANK MAY CRACK / RISK OF FIRE,Some vehicles may have been manufactured with fuel tanks that do not meet Polaris quality standards. As a result  the fuel tank may crack  resulting in a fuel leak. A fuel leak in the presence of an ignition source may present a fire hazard.,A new updated fuel tank will be fitted to affected vehicles to replace the original tank.,174,Z-17-05 Fuel Tank,RZR 170 ,RF3YAV170HT016023,RF3YAV17XHT02058,01/10/2014,24/02/2017
25/07/2017,RSPV/2017/010,POLARIS,RZR 170,FUEL TANK MAY CRACK / RISK OF FIRE,Some vehicles may have been manufactured with fuel tanks that do not meet Polaris quality standards. As a result  the fuel tank may crack  resulting in a fuel leak. A fuel leak in the presence of an ignition source may present a fire hazard.,A new updated fuel tank will be fitted to affected vehicles to replace the original tank.,174,Z-17-05 Fuel Tank,RZR 170 ,RF3YAV178GT008167,RF3YAV175GT014198,01/10/2014,24/02/2017
15/07/2009,RSPV/2008/014,AVONDALE,Caravan (Tourer) - Dart 525 545  470 556 and 510,ROOF LIGHT IN OVERHEAD CAB MAY BECOME DETACHED,It has been identified that  the possibility exists  that some of the screws which secure the rooflight may not have been tightened correctly. This in the worst case scenario  may result in the roof light becoming detached. ,Recalled vehicles will have the rooflight securing screws checked and the correct torque applied. Where necessary the rooflight will be replaced.,130,,Dart ,,,04/05/2006,12/09/2006
03/11/2017,R/2017/302,PEUGEOT,208,SUSPENSION AND STEERING FIXINGS MAY NOT BE TIGHTENED TO THE CORRECT TORQUE,Due to a deviation in the production process certain suspension and steering fixings may not have been tightened to the correct torque.,On affected vehicles check fixings as indicated by the manufacturer. Replace any damaged fixings and tighten all relevant fixings to correct torque.,488,HXB,208,VF3******HW137897,VF3******HW139993,16/08/2017,20/09/2017
12/02/96,R/1996/008,VW,Golf  Passat and Corrado,INSECURITY OF FAN BLADE,The pulley on the engine cooling fan may loosen causing the fan motor to seize  leading to a possible electrical         overload with fire risk.,Recall the affected vehicles for the fitment of a modified cooling fan and pulley.,2054,,GOLF,1HRW410004 to 1HSW410889,,01/01/1994,31/12/1995
12/02/96,R/1996/008,VW,Golf  Passat and Corrado,INSECURITY OF FAN BLADE,The pulley on the engine cooling fan may loosen causing the fan motor to seize  leading to a possible electrical         overload with fire risk.,Recall the affected vehicles for the fitment of a modified cooling fan and pulley.,2054,,CORRADO,50RK003899 to 50SK004001,,01/01/1994,31/12/1995
12/02/96,R/1996/008,VW,Golf  Passat and Corrado,INSECURITY OF FAN BLADE,The pulley on the engine cooling fan may loosen causing the fan motor to seize  leading to a possible electrical         overload with fire risk.,Recall the affected vehicles for the fitment of a modified cooling fan and pulley.,2054,,PASSAT,3ARE111447 to 3ASE158684,,01/01/1994,31/12/1995
17/08/2001,R/2001/080,RENAULT,Mégane Coupe & Cabriolet,ENGINE MAY CUT OUT,The camshaft sensor may fail and cause the engine to cut out,Affected vehicles are being recalled for replacement of the camshaft sensor.,771,0A2T,MÉGANE,Various,,15/09/1999,08/02/2001
16/08/2002,R/2002/084,CITROEN,C5,REPLACEMENT OF HANDBRAKE LEVER,There is a possibility that the handbrake will not hold the vehicle stationary if it is not fully applied.,Fit a modified handbrake lever  designed to ensure that an effective brake application is always made,16061,XJZ,C5,,,,30/11/2001
02/04/2001,R/2001/039,VOLVO CAR,S80 and New V70,REAR SEAT BELT ANCHORAGE CONCERN,Left and right hand rear outer seat belt bottom fixing bolts may have been incorrectly torqued.,Recall affected vehicle  check and tighten the seat belt fixing bolts to the correct torque where necessary.,410,R81021/22,S80,182870 to 187747 (S80),,01/01/2001,
02/04/2001,R/2001/039,VOLVO CAR,S80 and New V70,REAR SEAT BELT ANCHORAGE CONCERN,Left and right hand rear outer seat belt bottom fixing bolts may have been incorrectly torqued.,Recall affected vehicle  check and tighten the seat belt fixing bolts to the correct torque where necessary.,410,R81021/22,V70,80477 to 89926 (New V70),,01/01/2001,
